City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sur,22.5667,59.5289,27.06,77,35,5.46,OM,1724109589
362,kamaishi,39.2667,141.8833,25.4,76,42,2.03,JP,1724109590
363,binh long,11.6512,106.6071,24.36,94,36,1.7,VN,1724109591
364,kharp,66.8014,65.8081,7.61,82,75,3.91,RU,1724109592
365,yuzhno-kurilsk,44.0306,145.8556,16.62,77,77,0.67,RU,1724109593
366,inirida,3.8653,-67.9239,28.49,65,100,0.34,CO,1724109595
367,turpan,42.9333,89.1667,29.74,31,90,1.41,CN,1724109596
368,wick,58.4333,-3.0833,13.03,100,40,2.57,GB,1724109597
369,umm kaddadah,13.6017,26.6876,27.57,58,100,6.23,SD,1724109598
370,langres,47.8333,5.3333,13.21,86,53,1.54,FR,1724109599
371,rizhao,35.4275,119.4553,24.21,99,99,1.5,CN,1724109600
372,minas,-34.3759,-55.2377,10.96,96,100,6.82,UY,1724109601
373,elesbao veloso,-6.2019,-42.1403,28.05,28,37,1.6,BR,1724109603
374,carnarvon,-24.8667,113.6333,15.59,66,1,4.58,AU,1724109604
375,kemijarvi,66.7131,27.4306,8.73,92,8,2.54,FI,1724109605
376,hasaki,35.7333,140.8333,27.12,87,100,2.88,JP,1724109607
377,tralee,52.2704,-9.7026,13.29,91,90,4.23,IE,1724109609
378,northam,51.0333,-4.2167,15.9,97,73,5.6,GB,1724109611
379,tambopata,-12.7333,-69.1833,28.94,74,0,1.03,PE,1724109612
380,coyhaique,-45.5752,-72.0662,-0.49,93,8,1.49,CL,1724109613
381,olinda,-8.0089,-34.8553,25.85,73,75,4.63,BR,1724109470
382,rantauprapat,2.1,99.8333,22.74,99,100,0.78,ID,1724109615
383,tongouson,5.0214,120.1328,28.73,76,20,3.74,PH,1724109616
384,hammerfest,70.6634,23.6821,12.25,82,75,6.69,NO,1724109618
385,uricani,45.3373,23.1524,18.66,44,51,0.78,RO,1724109619
386,ocho rios,18.4025,-77.1048,29.48,75,33,5.33,JM,1724109602
387,itacarambi,-15.1022,-44.0919,24.07,32,6,0.5,BR,1724109621
388,mendoza,-32.8908,-68.8272,5.68,89,99,4.27,AR,1724108934
389,alo,6.5486,4.2686,24.23,91,100,3.62,NG,1724109623
390,moree,-29.4667,149.85,16.07,76,0,8.58,AU,1724109624
391,callao,-12.0667,-77.15,19.84,77,75,6.17,PE,1724109625
392,vilyuysk,63.7553,121.6247,16.4,88,97,2.01,RU,1724109627
393,ponta delgada,37.7333,-25.6667,23.4,83,20,2.06,PT,1724109628
394,mugia,43.1041,-9.2179,19.39,85,31,1.83,ES,1724109629
395,bubaque,11.2833,-15.8333,26.72,84,100,6.36,GW,1724109630
396,lamu,-2.2717,40.902,24.31,84,14,7.91,KE,1724109631
397,sirohi,24.8833,72.8667,26.09,75,87,2.59,IN,1724109632
398,tidjikja,18.5564,-11.4271,30.52,49,16,5.57,MR,1724109634
399,hamlin,43.3031,-77.9211,17.1,45,100,3.87,US,1724109464
400,cidreira,-30.1811,-50.2056,15.92,95,98,3.84,BR,1724109636
401,kargasok,59.0556,80.8572,12.53,94,89,2.36,RU,1724109637
402,isangel,-19.55,169.2667,24.06,88,75,0.0,VU,1724109638
403,al hudaydah,14.7978,42.9545,31.49,65,100,1.0,YE,1724109639
404,cabo san lucas,22.8909,-109.9124,33.17,48,20,4.63,MX,1724109640
405,valdosta,30.8327,-83.2785,29.99,73,40,0.0,US,1724109402
406,igboho,8.8333,3.75,21.53,98,100,2.15,NG,1724109643
407,lospalos,-8.5186,127.0025,22.17,79,67,3.56,TL,1724109644
408,tofol,5.3248,163.0078,28.55,68,57,1.96,FM,1724109645
409,alpu,39.769,30.9606,21.3,68,0,3.37,TR,1724109646
410,upata,8.0086,-62.3989,23.82,83,94,1.3,VE,1724109647
411,dhidhdhoo,6.8833,73.1,27.73,79,86,9.55,MV,1724109648
412,nishinoomote,30.7333,131.0,29.15,82,57,6.01,JP,1724109650
413,mananjary,-21.2167,48.3333,20.14,71,100,1.96,MG,1724109651
414,fabero,42.7738,-6.6182,19.23,64,0,1.34,ES,1724109652
415,lerwick,60.1545,-1.1494,12.89,97,100,8.78,GB,1724109434
416,faya-largeau,17.9257,19.1043,27.83,68,100,9.09,TD,1724109654
417,boca do acre,-8.7522,-67.3978,31.73,33,80,1.11,BR,1724109655
418,puerto carreno,6.189,-67.4859,31.99,58,20,0.0,CO,1724109603
419,vila franca do campo,37.7167,-25.4333,23.23,85,17,0.64,PT,1724109658
420,alofi,-19.0595,-169.9187,27.94,69,40,5.66,NU,1724109659
421,prince rupert,54.3161,-130.3201,17.05,83,100,6.17,CA,1724109660
422,prabumulih,-3.45,104.25,21.77,99,85,1.39,ID,1724109661
423,manismata,-2.4667,111.0333,24.14,93,100,1.27,ID,1724109662
424,aldan,58.6031,125.3894,18.66,66,96,2.26,RU,1724109663
425,parsabad,39.6482,47.9174,23.04,68,0,2.47,IR,1724109664
426,kuqa,41.7278,82.9364,26.04,30,88,1.26,CN,1724109666
427,shahdol,23.2833,81.35,24.49,86,83,0.88,IN,1724109667
428,crane,31.3974,-102.3501,37.18,17,69,6.58,US,1724109668
429,manaure,11.7751,-72.4445,32.23,55,0,8.5,CO,1724109669
430,moshi,-3.35,37.3333,18.5,68,11,1.03,TZ,1724109670
431,chos malal,-37.3781,-70.2709,1.34,97,99,2.86,AR,1724109671
432,chinde,26.8212,87.7095,24.0,90,97,0.54,NP,1724109672
433,bartica,6.4,-58.6167,26.37,81,69,2.71,GY,1724109493
434,plouzane,48.3833,-4.6167,18.1,100,100,5.66,FR,1724109675
435,mohr,54.3528,9.7167,15.08,85,89,2.06,DE,1724109676
436,harstad,68.799,16.5293,10.09,92,43,4.47,NO,1724109677
437,constitucion,-35.3333,-72.4167,7.66,71,100,3.29,CL,1724109541
438,ciudad acuna,29.3232,-100.9522,40.16,26,20,6.69,MX,1724109680
439,kenai,60.5544,-151.2583,18.9,51,0,6.69,US,1724109608
440,taltal,-25.4,-70.4833,15.14,77,24,1.38,CL,1724109683
441,sinop,41.7711,34.8709,20.27,49,0,2.66,TR,1724109684
442,ujae,8.9322,165.7642,27.84,81,100,5.83,MH,1724109685
443,yeniseysk,58.4497,92.1703,13.52,97,100,1.6,RU,1724109686
444,deschutes river woods,43.9915,-121.3584,26.35,29,100,1.34,US,1724109687
445,ridgecrest,35.6225,-117.6709,40.92,4,0,7.2,US,1724109688
446,antsiranana,-12.2787,49.2917,21.93,66,65,8.77,MG,1724109690
447,palmer,42.1584,-72.3287,21.95,75,100,7.2,US,1724109691
448,duong dong,10.2167,103.9667,27.0,94,40,1.03,VN,1724109692
449,hola,51.5377,23.1902,19.64,97,44,3.14,PL,1724109693
450,chabahar,25.2919,60.643,27.14,85,90,2.09,IR,1724109694
451,queenstown,-31.8976,26.8753,12.75,15,0,2.81,ZA,1724109695
452,misratah,32.3754,15.0925,27.15,71,0,1.51,LY,1724109696
453,vila velha,-20.3297,-40.2925,22.97,82,0,7.2,BR,1724109589
454,nueva esperanza,15.2667,-87.6,26.34,95,49,1.69,HN,1724109700
455,piracanjuba,-17.3028,-49.0167,24.44,19,0,1.48,BR,1724109701
456,beihai,21.4833,109.1,29.41,81,100,6.48,CN,1724109702
457,adrar,20.5022,-10.0711,32.95,37,34,6.97,MR,1724109703
458,penzance,50.1186,-5.5371,16.38,90,61,6.37,GB,1724109705
459,rmi capitol,7.0893,171.3805,29.97,74,100,6.69,MH,1724109706
460,agnibilekrou,7.1344,-3.2047,23.14,87,100,1.99,CI,1724109707
461,bhindar,24.5,74.1833,25.15,81,95,1.51,IN,1724109708
462,spassk-ryazanskiy,54.4072,40.3806,19.08,67,10,3.45,RU,1724109709
463,fisterra,42.9049,-9.2629,18.98,87,11,3.21,ES,1724109710
464,akureyri,65.6835,-18.0878,5.96,93,100,5.14,IS,1724109711
465,sangin,32.0728,64.8359,28.36,18,0,2.88,AF,1724109713
466,flying fish cove,-10.4217,105.6791,23.82,94,75,4.12,CX,1724109714
467,cidade velha,14.9167,-23.6167,27.26,74,40,1.03,CV,1724109715
468,walvis bay,-22.9575,14.5053,13.85,80,0,2.72,NA,1724109717
469,port shepstone,-30.7414,30.455,17.66,83,0,5.06,ZA,1724109718
470,chokwe,-24.5333,32.9833,15.86,90,0,1.81,MZ,1724109719
471,caleta de carquin,-11.0925,-77.6267,17.87,79,8,5.05,PE,1724109721
472,miringa,10.7312,12.1463,19.26,95,97,1.74,NG,1724109722
473,maumere,-8.6199,122.2111,24.33,78,41,2.5,ID,1724109723
474,belyy yar,53.6039,91.3903,10.94,100,0,1.0,RU,1724109724
475,chiredzi,-21.05,31.6667,15.22,47,0,2.47,ZW,1724109725
476,souillac,-20.5167,57.5167,21.21,64,75,5.14,MU,1724109726
477,weno,7.4515,151.8468,31.97,74,75,4.12,FM,1724109728
478,burang,30.25,81.1667,8.79,87,97,2.44,CN,1724109729
479,sabha,27.0377,14.4283,35.29,16,0,2.01,LY,1724109730
480,okhotsk,59.3833,143.3,15.75,69,0,2.56,RU,1724109731
481,alpine,32.835,-116.7664,32.97,31,0,4.63,US,1724109622
482,naze,28.3667,129.4833,29.51,77,53,5.28,JP,1724109733
483,arraial do cabo,-22.9661,-42.0278,22.98,83,0,7.2,BR,1724109734
484,yorkton,51.2167,-102.4677,26.91,61,40,5.14,CA,1724109735
485,olyokminsk,60.3736,120.4264,17.89,96,100,1.76,RU,1724109737
486,puerto aysen,-45.4,-72.7,2.01,97,13,1.61,CL,1724109482
487,wellston,39.1234,-82.5329,22.94,56,31,3.23,US,1724109509
488,sault ste. marie,46.5168,-84.3333,19.16,45,0,5.66,CA,1724109717
489,taber,49.8167,-112.1518,34.0,15,3,0.51,CA,1724109742
490,hadibu,12.65,54.0333,25.74,83,62,7.95,YE,1724109745
491,phrai bueng,14.7483,104.3626,24.61,93,100,2.27,TH,1724109746
492,mazara del vallo,37.6641,12.588,25.56,77,19,8.11,IT,1724109747
493,tazacorte,28.629,-17.9293,22.54,94,100,7.2,ES,1724109748
494,claveria,18.6074,121.0832,27.91,72,100,0.08,PH,1724109749
495,vondrozo,-22.8167,47.2833,15.19,84,99,0.79,MG,1724109750
496,zhenlai,45.8495,123.2973,17.88,93,100,5.01,CN,1724109752
497,dutse,11.7594,9.3392,21.77,87,95,2.92,NG,1724109753
498,norfolk,42.1668,-71.2495,25.06,91,100,0.45,US,1724109636
499,tukrah,32.5341,20.5791,30.83,41,0,2.09,LY,1724109755
500,tottori,35.5,134.2333,29.04,70,75,2.57,JP,1724109756
501,passo fundo,-28.2628,-52.4067,21.14,64,75,0.0,BR,1724109757
502,oranjemund,-28.55,16.4333,12.26,86,0,2.24,NA,1724109758
503,east ballina,-28.8667,153.5833,16.77,80,61,0.86,AU,1724109760
504,la paz,-16.5,-68.15,10.99,43,20,4.12,BO,1724109511
505,san andres,12.5847,-81.7006,31.01,79,75,3.6,CO,1724109469
506,tsiombe,-25.3,45.4833,19.7,72,0,6.08,MG,1724109763
507,west hattiesburg,31.3191,-89.3751,34.81,40,0,3.6,US,1724109764
508,karabar,-35.3753,149.2308,11.57,87,75,0.0,AU,1724109765
509,markovo,57.3206,107.0881,16.7,99,100,0.5,RU,1724109766
510,tanjung pandan,-2.75,107.65,24.02,86,92,3.18,ID,1724109768
511,severo-yeniseyskiy,60.3725,93.0408,9.86,98,98,1.83,RU,1724109769
512,bowen,-20.0167,148.2333,21.36,76,15,5.73,AU,1724109770
513,yigo village,13.5361,144.8886,30.62,77,20,5.14,GU,1724109771
514,guiuan,11.0333,125.7247,29.56,74,16,6.38,PH,1724109772
515,ciudad cuauhtemoc,22.1833,-97.8333,31.06,70,75,3.09,MX,1724109773
516,broken hill,-31.95,141.4333,18.1,28,30,11.69,AU,1724109774
517,ankeny,41.7297,-93.6058,25.87,58,0,0.89,US,1724109776
518,katabu,-4.9333,122.5167,24.66,82,60,2.47,ID,1724109777
519,haiku-pauwela,20.9219,-156.3051,28.43,71,40,8.23,US,1724109778
520,lincoln,40.8,-96.667,28.95,58,20,4.63,US,1724109749
521,baiti,13.745,-14.7482,24.79,95,100,2.99,SN,1724109780
522,as sulayyil,20.4607,45.5779,34.94,23,100,3.12,SA,1724109781
523,cill airne,52.05,-9.5167,13.72,92,74,2.96,IE,1724109782
524,aladag,37.5485,35.396,21.96,77,0,0.65,TR,1724109784
525,mata-utu,-13.2816,-176.1745,26.91,82,21,7.5,WF,1724109785
526,zelenogorsk,56.1147,94.5861,12.75,95,72,1.73,RU,1724109786
527,hassan,13.0006,76.0994,21.54,95,100,2.16,IN,1724109787
528,"laikit, laikit ii (dimembe)",1.4792,124.9735,26.47,74,40,0.51,ID,1724109788
529,gizo,-8.103,156.8419,27.15,81,99,5.03,SB,1724109789
530,coahuayana de hidalgo,18.7,-103.6583,30.23,66,100,0.12,MX,1724109790
531,majene,-3.5403,118.9707,24.39,89,77,5.08,ID,1724109792
532,capao bonito,-24.0058,-48.3494,20.7,36,0,1.2,BR,1724109793
533,jedrzejow,50.6394,20.3045,18.97,90,100,1.79,PL,1724109637
534,turtas,58.9417,69.1325,10.84,97,77,1.57,RU,1724109795
535,lata,40.1629,-8.3327,13.81,98,1,1.13,PT,1724109796
536,teknaf,20.8624,92.3058,26.2,90,100,4.07,BD,1724109797
537,perryville,37.7242,-89.8612,26.78,61,100,2.57,US,1724109798
538,mar del plata,-38.0023,-57.5575,6.08,75,75,6.71,AR,1724109683
539,butembo,0.15,29.2833,14.3,95,19,0.66,CD,1724109801
540,gemena,3.25,19.7667,23.15,73,84,0.4,CD,1724109802
541,azovo,54.6997,73.0237,12.46,95,61,2.73,RU,1724109803
542,buchanan,5.8808,-10.0467,24.84,89,100,3.24,LR,1724109804
543,banjarmasin,-3.3244,114.591,24.08,88,10,0.91,ID,1724109619
544,pangody,65.85,74.4859,9.3,78,83,2.75,RU,1724109806
545,midvagur,62.0511,-7.1939,11.46,93,100,4.12,FO,1724109808
546,porto franco,-6.3383,-47.3992,30.55,26,59,1.59,BR,1724109809
547,galesong,-5.3166,119.3661,25.23,66,15,1.93,ID,1724109810
548,fayroz koh,34.5195,65.2509,10.82,47,0,0.83,AF,1724109811
549,livingstone,-17.8419,25.8543,15.48,22,1,2.19,ZM,1724109812
550,cervantes,-39.05,-67.3833,8.77,42,99,5.26,AR,1724109813
551,huarmey,-10.0681,-78.1522,18.68,77,4,5.05,PE,1724109814
552,port augusta,-32.5,137.7667,16.0,51,2,6.05,AU,1724109816
553,chui,-33.6971,-53.4616,12.61,94,78,5.12,UY,1724109817
554,kisangani,0.5167,25.2,23.95,81,98,1.24,CD,1724109818
555,rawson,-43.3002,-65.1023,3.16,75,0,2.06,AR,1724109804
556,salmon arm,50.6998,-119.3024,29.06,39,98,2.06,CA,1724109557
557,jijiga,9.35,42.8,20.23,58,87,5.59,ET,1724109821
558,baise city,23.8997,106.6133,28.52,99,73,1.1,CN,1724109822
559,bathsheba,13.2167,-59.5167,28.34,83,20,6.17,BB,1724109824
